"","workerid","item","slide_number","condition","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","pref7","response7","pref8","response8","pref9","response9","obj1","obj2","obj3","ambiguous","numFeatures"
"510","33","933","17","212121","english","striped","1","cloud","1","solid","0","blue","0","green","1","square","0",NA,NA,NA,NA,NA,NA,"123","123","311","False","6"
"511","34","931","3","212121","english","blue","0.75","solid","0.6","circle","0.3","striped","0.6","red","0.7","square","0.3",NA,NA,NA,NA,NA,NA,"221","221","312","False","6"
"512","34","1266","4","111111","english","polka-dotted","0.8","circle","0.35","cloud","0.65","blue","0.5","solid","0.3","red","0.65","square","0.25","green","0.8","striped","0.6","133","221","312","False","9"
"513","34","904","5","212121","english","cloud","0.65","circle","0.8","solid","0.35","green","0.55","striped","0.7","red","0.4",NA,NA,NA,NA,NA,NA,"223","223","112","False","6"
"514","34","93","6","122111","english","green","0.6","red","0.85","cloud","0.25","blue","0.95","striped","0.75","square","0.4","solid","0.65",NA,NA,NA,NA,"313","111","122","True","7"
"515","34","1824","7","122121","english","blue","0.65","red","0.8","circle","0.3","solid","0.7","polka-dotted","0.75","cloud","0.35",NA,NA,NA,NA,NA,NA,"212","232","131","True","6"
"516","34","1947","8","111212","english","red","0.7","green","0.7","striped","0.25","cloud","0.75","solid","0.4","square","0.75","circle","0.6",NA,NA,NA,NA,"222","113","313","True","7"
"517","34","443","9","321112","english","cloud","0.7","striped","0.85","red","0.2","circle","0.65","square","0.65","blue","0.35",NA,NA,NA,NA,NA,NA,"221","322","122","True","6"
"518","34","1463","10","123211","english","striped","0.65","cloud","0.8","green","0.25","square","0.65","polka-dotted","0.65","solid","0.3",NA,NA,NA,NA,NA,NA,"323","113","133","True","6"
"519","34","578","11","213212","english","polka-dotted","0.6","solid","0.8","circle","0.2","red","0.6","cloud","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"132","112","212","True","5"
"520","34","662","12","212211","english","green","0.65","square","0.9","solid","0.4","polka-dotted","0.3","red","0.7","blue","0.7","cloud","0.35",NA,NA,NA,NA,"133","111","332","True","7"
"521","34","1295","13","111111","english","square","0.6","red","0.85","circle","0.3","striped","0.35","solid","0.75","green","0.7","polka-dotted","0.7","cloud","0.35","blue","0.7","213","122","331","False","9"
"522","34","336","14","213211","english","cloud","0.7","striped","0.8","circle","0.3","blue","0.55","polka-dotted","0.7","square","0.35",NA,NA,NA,NA,NA,NA,"221","121","331","True","6"
"523","34","818","15","112111","english","circle","0.65","blue","0.85","square","0.35","green","0.4","solid","0.7","cloud","0.6","polka-dotted","0.4","red","0.7",NA,NA,"212","313","131","True","8"
"524","34","2101","16","111112","english","circle","0.65","polka-dotted","0.75","solid","0.3","striped","0.6","square","0.85","blue","0.25","green","0.6","cloud","0.65",NA,NA,"113","321","231","True","8"
"525","34","1696","17","121212","english","cloud","0.6","striped","0.3","green","0.75","circle","0.25","solid","0.75","red","0.4",NA,NA,NA,NA,NA,NA,"122","213","213","False","6"
"526","35","1290","3","111111","English","polka-dotted","1","square","0","circle","0","blue","0","solid","0","striped","0","cloud","0","green","0","red","0","223","131","312","False","9"
"527","35","930","4","212121","English","red","1","blue","0","solid","0","polka-dotted","0","cloud","0","square","0",NA,NA,NA,NA,NA,NA,"331","331","112","False","6"
"528","35","937","5","212121","English","red","1","square","0","blue","0","solid","0","striped","0","cloud","0",NA,NA,NA,NA,NA,NA,"321","321","112","False","6"
"529","35","194","6","323212","English","square","0","circle","1","blue","0","solid","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"211","311","311","True","4"
"530","35","1277","7","111111","English","polka-dotted","0","cloud","0","striped","0","circle","0","green","0","blue","0","solid","0","red","1","square","0","331","212","123","False","9"
"531","35","1476","8","123211","English","polka-dotted","1","square","0","blue","0","solid","0","cloud","0","striped","0",NA,NA,NA,NA,NA,NA,"121","331","311","True","6"
"532","35","1187","9","212232","English","cloud","0","red","0","striped","0","polka-dotted","0","green","1",NA,NA,NA,NA,NA,NA,NA,NA,"122","123","132","True","5"
"533","35","2346","10","123232","English","polka-dotted","0","circle","0","green","0","cloud","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"133","233","233","True","4"
"534","35","1263","11","111111","English","solid","0","cloud","0","striped","0","green","0","blue","0","circle","0","polka-dotted","0","square","0","red","1","233","321","112","False","9"
"535","35","287","12","212222","English","striped","0","blue","1","circle","0","solid","0","cloud","0","green","0",NA,NA,NA,NA,NA,NA,"123","221","113","True","6"
"536","35","1920","13","111212","English","green","0","solid","0","red","0","square","0","polka-dotted","1","blue","0","circle","0",NA,NA,NA,NA,"232","311","313","True","7"
"537","35","176","14","323212","English","circle","0","polka-dotted","0","green","0","striped","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"223","233","233","True","4"
"538","35","735","15","212122","English","cloud","0","polka-dotted","0","blue","1","square","0","red","0","solid","0",NA,NA,NA,NA,NA,NA,"132","112","331","True","6"
"539","35","250","16","212132","English","square","0","solid","0","striped","0","green","0","red","1",NA,NA,NA,NA,NA,NA,NA,NA,"323","323","312","True","5"
"540","35","2190","17","121111","English","red","0","polka-dotted","0","circle","0","square","0","blue","0","cloud","1","green","0","striped","0",NA,NA,"123","332","231","True","8"
"541","36","1277","3","111111","English","cloud","1","solid","0","green","1","square","0","polka-dotted","0","blue","0","red","0","circle","0","striped","1","331","212","123","False","9"
"542","36","737","4","212122","English","solid","0","square","0","striped","1","red","0","green","0","circle","0",NA,NA,NA,NA,NA,NA,"213","223","312","True","6"
"543","36","1521","5","322112","English","striped","0","solid","1","square","0","circle","0","red","0",NA,NA,NA,NA,NA,NA,NA,NA,"312","322","222","True","5"
"544","36","1774","6","322132","English","polka-dotted","0","red","0","solid","1","cloud","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"132","132","112","True","4"
"545","36","191","7","323212","English","solid","1","striped","0","circle","0","blue","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"211","221","221","True","4"
"546","36","2150","8","111112","English","cloud","0","blue","0","solid","1","red","0","circle","0","green","0","polka-dotted","0","square","0",NA,NA,"111","332","233","True","8"
"547","36","1081","9","113212","English","green","0","striped","1","red","0","cloud","0","solid","0","blue","0",NA,NA,NA,NA,NA,NA,"123","111","112","True","6"
"548","36","1875","10","123212","English","blue","0","square","0","circle","0","polka-dotted","1","solid","0",NA,NA,NA,NA,NA,NA,NA,NA,"231","311","311","True","5"
"549","36","1252","11","111111","English","circle","0","striped","0","green","0","blue","0","cloud","0","polka-dotted","0","red","0","square","0","solid","1","322","133","211","False","9"
"550","36","843","12","112111","English","red","0","solid","1","polka-dotted","0","square","0","striped","0","green","0","circle","0","cloud","0",NA,NA,"112","232","323","True","8"
"551","36","909","13","212121","English","green","0","striped","0","solid","0","square","0","red","0","cloud","1",NA,NA,NA,NA,NA,NA,"323","323","112","False","6"
"552","36","1906","14","111212","English","blue","0","red","0","striped","0","square","1","green","0","cloud","0","solid","0",NA,NA,NA,NA,"312","123","121","True","7"
"553","36","1265","15","111111","English","solid","0","square","0","blue","0","green","0","polka-dotted","0","circle","0","red","0","cloud","1","striped","0","321","112","233","False","9"
"554","36","1961","16","323232","English","square","1","solid","1","green","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"313","313","313","False","3"
"555","36","415","17","321112","English","square","0","polka-dotted","0","solid","0","circle","0","red","0","striped","1",NA,NA,NA,NA,NA,NA,"222","332","312","True","6"
"556","37","953","3","121112","English","polka-dotted","0.45","red","1","square","0.45","circle","0.45","green","0.45","cloud","0.5","striped","1",NA,NA,NA,NA,"333","122","222","True","7"
"557","37","2218","4","323211","English","green","0.1","striped","1","polka-dotted","1","circle","0","solid","1",NA,NA,NA,NA,NA,NA,NA,NA,"223","233","213","True","5"
"558","37","906","5","212121","English","red","0.7","blue","0.15","striped","0.5","square","0.85","circle","0.95","solid","0.9",NA,NA,NA,NA,NA,NA,"312","312","221","False","6"
"559","37","1089","6","113212","English","green","0.7","square","0.65","cloud","0.5","circle","0.5","polka-dotted","0.85","solid","0.2",NA,NA,NA,NA,NA,NA,"313","233","133","True","6"
"560","37","1654","7","121212","English","cloud","0.5","polka-dotted","0.65","blue","0.25","solid","0.9","circle","0.85","green","0.8",NA,NA,NA,NA,NA,NA,"131","213","213","False","6"
"561","37","561","8","213212","English","solid","0.8","red","0.75","polka-dotted","0.35","blue","0.6","square","0.8",NA,NA,NA,NA,NA,NA,NA,NA,"311","312","332","True","5"
"562","37","1298","9","111111","English","square","0.45","circle","0.5","green","0.6","striped","0.55","solid","0.65","blue","0.3","polka-dotted","0.6","cloud","0.5","red","0.6","133","311","222","False","9"
"563","37","293","10","212222","English","blue","0.55","cloud","0.25","striped","0.85","square","0.85","polka-dotted","0.65","green","1",NA,NA,NA,NA,NA,NA,"323","331","123","True","6"
"564","37","1951","11","323232","English","green","1","circle","1","polka-dotted","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"233","233","233","False","3"
"565","37","1627","12","211112","English","solid","0.55","circle","0.6","polka-dotted","0.2","square","0.8","blue","0.15","striped","0.5","red","0.2",NA,NA,NA,NA,"332","311","221","True","7"
"566","37","1032","13","212212","English","circle","0.5","striped","0.75","square","0.75","blue","0.8","solid","0.25","green","0.25",NA,NA,NA,NA,NA,NA,"221","311","323","True","6"
"567","37","466","14","211111","English","striped","0.65","circle","0.5","polka-dotted","0.6","red","0.7","solid","0.6","cloud","0.5","square","0.55","blue","0.4",NA,NA,"132","212","321","True","8"
"568","37","1569","15","322121","English","green","0.3","red","0.75","striped","0.75","cloud","0.4","square","0.85",NA,NA,NA,NA,NA,NA,NA,NA,"322","322","123","True","5"
"569","37","1286","16","111111","English","polka-dotted","0.6","red","0.65","circle","0.6","square","0.7","striped","0.65","cloud","0.5","blue","0.8","solid","0.75","green","0.6","211","122","333","False","9"
"570","37","1449","17","322111","English","circle","0.6","square","0.7","striped","0.75","polka-dotted","0.8","red","0.85","solid","0.9",NA,NA,NA,NA,NA,NA,"322","312","232","True","6"
"571","38","1116","3","321212","English","solid","0","striped","0","red","0.9","square","0","cloud","0.95",NA,NA,NA,NA,NA,NA,NA,NA,"312","122","122","True","5"
"572","38","1325","4","122122","English","square","1","striped","0","circle","0","red","0","polka-dotted","1","blue","1",NA,NA,NA,NA,NA,NA,"321","332","231","True","6"
"573","38","1667","5","121212","English","solid","0","red","0.3","green","0.15","striped","0","circle","0","square","0.15",NA,NA,NA,NA,NA,NA,"222","313","313","False","6"
"574","38","1663","6","121212","English","striped","0","red","0","polka-dotted","0","circle","0","blue","0","cloud","1",NA,NA,NA,NA,NA,NA,"231","122","122","False","6"
"575","38","1131","7","321212","English","blue","0","red","0","solid","0","striped","0","circle","1",NA,NA,NA,NA,NA,NA,NA,NA,"222","211","211","True","5"
"576","38","2265","8","213232","English","blue","1","polka-dotted","1","cloud","0.5","circle","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"131","131","231","True","4"
"577","38","1171","9","212232","English","cloud","1","square","0","polka-dotted","1","red","1","blue","0",NA,NA,NA,NA,NA,NA,NA,NA,"132","332","131","True","5"
"578","38","2307","10","123232","English","polka-dotted","0","red","0.85","solid","0","square","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"332","312","312","True","4"
"579","38","1979","11","323232","English","solid","0.1","green","0.1","square","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"313","313","313","False","3"
"580","38","795","12","211212","English","solid","1","blue","1","cloud","1","polka-dotted","0","red","0","circle","0",NA,NA,NA,NA,NA,NA,"132","111","211","True","6"
"581","38","1957","13","323232","English","square","0.1","polka-dotted","0.1","red","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"332","332","332","False","3"
"582","38","41","14","122112","English","striped","1","cloud","0","solid","0","square","1","red","0","blue","1",NA,NA,NA,NA,NA,NA,"111","321","322","True","6"
"583","38","1268","15","111111","English","polka-dotted","0","blue","0","red","0","solid","0","square","0","circle","0.75","striped","0","cloud","0","green","0","111","223","332","False","9"
"584","38","325","16","213211","English","striped","0","polka-dotted","0","green","0","square","1","blue","1","solid","0",NA,NA,NA,NA,NA,NA,"311","331","323","True","6"
"585","38","592","17","213212","English","green","0","circle","1","polka-dotted","1","blue","1","solid","0",NA,NA,NA,NA,NA,NA,NA,NA,"211","231","233","True","5"
"586","39","1127","3","321212","English","striped","0.9","green","0.85","circle","0.15","square","0.1","blue","0.95",NA,NA,NA,NA,NA,NA,NA,NA,"223","321","321","True","5"
"587","39","1999","4","323232","English","blue","0.85","circle","0.85","solid","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"211","211","211","False","3"
"588","39","1648","5","211112","English","square","0.85","green","0.85","polka-dotted","0.9","circle","0.9","red","0.8","solid","0.6","striped","0.65",NA,NA,NA,NA,"332","222","213","True","7"
"589","39","1332","6","122122","English","red","0.8","circle","0.6","green","0.8","cloud","0.6","polka-dotted","0.7","striped","0.6",NA,NA,NA,NA,NA,NA,"133","122","232","True","6"
"590","39","1415","7","322111","English","cloud","0.9","solid","0.25","circle","0.75","polka-dotted","0.65","square","0.65","red","0.7",NA,NA,NA,NA,NA,NA,"112","312","232","True","6"
"591","39","602","8","112121","English","solid","0.65","blue","0.75","circle","0.9","square","0.6","green","0.65","red","0.45","polka-dotted","0.6",NA,NA,NA,NA,"213","211","332","True","7"
"592","39","845","9","112111","English","blue","0.6","green","0.7","cloud","0.7","circle","0.4","polka-dotted","0.35","striped","0.75","red","0.9","square","0.7",NA,NA,"322","223","131","True","8"
"593","39","1930","10","111212","English","square","0.7","striped","0.75","cloud","0.35","solid","0.55","red","0.7","blue","0.65","circle","0.65",NA,NA,NA,NA,"122","211","311","True","7"
"594","39","1493","11","123211","English","solid","0.7","striped","0.75","cloud","0.5","green","0.55","polka-dotted","0.7","square","0.65",NA,NA,NA,NA,NA,NA,"113","333","323","True","6"
"595","39","195","12","323212","English","green","0.9","cloud","0.75","striped","0.65","polka-dotted","0.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"133","123","123","True","4"
"596","39","936","13","212121","English","blue","0.85","square","0.65","striped","0.65","red","0.7","circle","0.35","polka-dotted","0.5",NA,NA,NA,NA,NA,NA,"332","332","221","False","6"
"597","39","1684","14","121212","English","striped","0.8","circle","0.65","square","0.6","solid","0.65","green","0.65","red","0.7",NA,NA,NA,NA,NA,NA,"222","313","313","False","6"
"598","39","2171","15","121111","English","circle","0.7","polka-dotted","0.45","solid","0.45","square","0.35","green","0.65","striped","0.65","cloud","0.7","blue","0.7",NA,NA,"311","123","233","True","8"
"599","39","924","16","212121","English","cloud","0.7","polka-dotted","0.35","blue","0.5","green","0.75","circle","0.75","solid","0.7",NA,NA,NA,NA,NA,NA,"211","211","133","False","6"
