"","X","workerid","item","slide_number","condition","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","pref7","response7","pref8","response8","pref9","response9","obj1","obj2","obj3","ambiguous","numFeatures","obj1OC27","obj2OC27","obj3OC27","DPost_1","DPost_2","DPost_3","DPost_4","DPost_5","DPost_6","DPost_7","DPost_8","DPost_9","MPost1_1","MPost1_2","MPost1_3","MPost1_4","MPost1_5","MPost1_6","MPost1_7","MPost1_8","MPost1_9","MPost2_1","MPost2_2","MPost2_3","MPost2_4","MPost2_5","MPost2_6","MPost2_7","MPost2_8","MPost2_9"
"303",363,24,1968,5,323232,"English","green",1,"striped",1,"square",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,323,323,"False",3,24,24,24,NA,NA,0,NA,0.5,NA,NA,NA,0.5,0,0,0.333,0,0.333,0,0,0,0.333,0,0,0.333,0,0.333,0,0,0,0.333
"304",364,24,2253,6,213232,"English","polka-dotted",0,"square",1,"circle",1,"green",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,233,333,"True",4,26,26,27,NA,0.5,0.5,NA,NA,0,NA,NA,0,0,0.338,0.449,0,0,0.106,0,0,0.106,0,0.339,0.451,0,0,0.105,0,0,0.105
"305",365,24,1253,7,111111,"English","red",1,"green",1,"square",0,"cloud",0,"blue",1,"polka-dotted",0,"striped",0,"circle",0,"solid",0,322,211,133,"False",9,15,2,25,0,0,0,0,0,0,0.333,0.333,0.333,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111
"306",366,24,1919,8,111212,"English","blue",1,"circle",0,"red",1,"solid",0,"cloud",0,"green",1,"polka-dotted",0,NA,NA,NA,NA,113,231,232,"True",7,19,8,17,0,0,NA,0,NA,0,0.333,0.333,0.333,0.2,0.06,0,0.2,0,0.06,0.14,0.14,0.2,0.2,0.059,0,0.2,0,0.059,0.14,0.14,0.2
"307",367,24,1157,9,212232,"English","cloud",0,"striped",1,"red",0,"blue",1,"solid",0,NA,NA,NA,NA,NA,NA,NA,NA,112,122,111,"True",5,10,13,1,0,NA,NA,0,0.5,NA,0.5,0,NA,0.041,0,0,0.114,0.365,0,0.365,0.114,0,0.04,0,0,0.113,0.367,0,0.367,0.113,0
"308",368,24,355,10,122132,"English","cloud",0,"square",1,"striped",0,"blue",1,"green",0,NA,NA,NA,NA,NA,NA,NA,NA,121,123,323,"True",5,4,22,24,0,NA,0.5,NA,0,NA,0.5,NA,0,0.114,0,0.365,0,0.041,0,0.365,0,0.114,0.113,0,0.367,0,0.04,0,0.367,0,0.113
"309",369,24,1461,11,123211,"English","polka-dotted",1,"circle",1,"solid",0,"square",0,"cloud",1,"green",0,NA,NA,NA,NA,NA,NA,333,213,113,"True",6,27,20,19,0.333,0.333,0,0,NA,0.333,NA,NA,0,0.204,0.204,0.251,0.077,0,0.251,0,0,0.014,0.204,0.204,0.251,0.076,0,0.251,0,0,0.014
"310",370,24,645,12,112121,"English","cloud",1,"blue",0,"polka-dotted",0,"circle",1,"square",1,"solid",0,"red",0,NA,NA,NA,NA,232,332,111,"True",7,17,18,1,0.333,0.333,0.333,0,NA,0,0,0,NA,0.2,0.14,0.14,0.2,0,0.06,0.2,0.06,0,0.2,0.14,0.14,0.2,0,0.059,0.2,0.059,0
"311",371,24,733,13,212122,"English","red",1,"circle",0,"blue",0,"cloud",0,"polka-dotted",0,"striped",1,NA,NA,NA,NA,NA,NA,131,132,221,"True",6,7,16,5,0,0,NA,NA,0.5,0,0,0.5,NA,0.085,0.28,0,0,0.28,0.085,0.039,0.231,0,0.084,0.281,0,0,0.281,0.084,0.039,0.232,0
"312",372,24,932,14,212121,"English","square",0,"polka-dotted",0,"solid",0,"blue",0,"green",1,"circle",0,NA,NA,NA,NA,NA,NA,311,311,233,"False",6,3,3,26,NA,0,0,0,NA,0,0,NA,1,0,0.215,0.119,0.119,0,0.215,0.119,0,0.215,0,0.215,0.119,0.119,0,0.215,0.119,0,0.215
"313",373,24,1685,15,121212,"English","cloud",0,"green",0,"striped",0,"polka-dotted",0,"blue",1,"square",0,NA,NA,NA,NA,NA,NA,331,123,123,"False",6,9,22,22,0,NA,0,NA,0,0,1,NA,0,0.119,0,0.215,0,0.119,0.215,0.215,0,0.119,0.119,0,0.215,0,0.119,0.215,0.215,0,0.119
"314",374,24,1967,16,323232,"English","cloud",1,"green",0,"solid",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,113,113,"False",3,19,19,19,1,NA,NA,0,NA,NA,NA,NA,0,0.333,0,0,0.333,0,0,0,0,0.333,0.333,0,0,0.333,0,0,0,0,0.333
"315",375,24,718,17,212122,"English","cloud",0,"red",1,"blue",0,"striped",0,"polka-dotted",1,"circle",0,NA,NA,NA,NA,NA,NA,221,231,122,"True",6,5,8,13,0,0,NA,NA,0,0.5,0,0.5,NA,0.28,0.085,0,0,0.039,0.231,0.085,0.28,0,0.281,0.084,0,0,0.039,0.232,0.084,0.281,0
"316",376,25,1967,3,323232,"English","solid",1,"green",1,"cloud",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,113,113,"False",3,19,19,19,0.333,NA,NA,0.333,NA,NA,NA,NA,0.333,0.333,0,0,0.333,0,0,0,0,0.333,0.333,0,0,0.333,0,0,0,0,0.333
"317",377,25,811,4,112111,"English","blue",0,"striped",1,"square",0,"cloud",0,"red",0,"circle",1,"green",0,"polka-dotted",1,NA,NA,221,123,332,"True",8,5,22,18,0,0.333,0,NA,0.333,0.333,0,0,0,0.131,0.131,0.154,0,0.012,0.154,0.131,0.154,0.131,0.12,0.12,0.142,0,0.093,0.142,0.12,0.142,0.12
"318",378,25,2274,5,213232,"English","solid",1,"polka-dotted",1,"blue",0,"cloud",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,111,131,"True",4,1,1,7,0,NA,NA,0.5,NA,0.5,0,NA,NA,0.057,0,0,0.38,0,0.506,0.057,0,0,0.194,0,0,0.262,0,0.349,0.194,0,0
"319",379,25,1713,6,212112,"English","polka-dotted",1,"blue",0,"green",0,"square",0,"striped",0,"cloud",1,NA,NA,NA,NA,NA,NA,333,323,121,"True",6,27,24,4,0.5,NA,0,NA,0,0.5,0,NA,0,0.31,0,0.055,0,0.015,0.255,0.31,0,0.055,0.221,0,0.123,0,0.13,0.182,0.221,0,0.123
"320",380,25,908,7,212121,"English","green",0,"polka-dotted",0,"red",0,"square",0,"solid",1,"circle",1,NA,NA,NA,NA,NA,NA,233,233,312,"False",6,26,26,12,NA,0.5,0,0.5,NA,0,NA,0,0,0,0.118,0.215,0.215,0,0.118,0,0.215,0.118,0,0.118,0.215,0.215,0,0.118,0,0.215,0.118
"321",381,25,365,8,122132,"English","solid",1,"square",0,"polka-dotted",0,"green",0,"circle",1,NA,NA,NA,NA,NA,NA,NA,NA,313,333,233,"True",5,21,27,26,NA,0.5,0,0.5,NA,0,NA,NA,0,0,0.422,0.071,0.422,0,0.071,0,0,0.014,0,0.262,0.166,0.262,0,0.166,0,0,0.143
"322",382,25,2157,9,121111,"English","circle",1,"striped",0,"square",1,"green",0,"polka-dotted",1,"blue",0,"cloud",0,"solid",1,NA,NA,331,113,223,"True",8,9,19,23,0,0.25,0.25,0.25,0,0.25,0,NA,0,0.131,0.131,0.154,0.131,0.131,0.154,0.154,0,0.012,0.12,0.12,0.142,0.12,0.12,0.142,0.142,0,0.093
"323",383,25,1982,10,323232,"English","cloud",1,"green",1,"solid",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,113,113,"False",3,19,19,19,0.333,NA,NA,0.333,NA,NA,NA,NA,0.333,0.333,0,0,0.333,0,0,0,0,0.333,0.333,0,0,0.333,0,0,0,0,0.333
"324",384,25,1693,11,121212,"English","polka-dotted",0,"square",1,"green",0,"solid",0,"blue",0,"circle",1,NA,NA,NA,NA,NA,NA,311,233,233,"False",6,3,26,26,NA,0.5,0.5,0,NA,0,0,NA,0,0,0.118,0.215,0.215,0,0.118,0.215,0,0.118,0,0.118,0.215,0.215,0,0.118,0.215,0,0.118
"325",385,25,2368,12,113232,"English","circle",1,"cloud",1,"blue",0,"square",1,"polka-dotted",0,NA,NA,NA,NA,NA,NA,NA,NA,131,331,231,"True",5,7,9,8,0.333,0.333,0.333,NA,NA,0,0,NA,NA,0.326,0.326,0.326,0,0,0.011,0.011,0,0,0.261,0.261,0.261,0,0,0.109,0.109,0,0
"326",386,25,1741,13,212112,"English","solid",1,"green",0,"red",1,"cloud",0,"circle",1,"polka-dotted",0,NA,NA,NA,NA,NA,NA,133,132,212,"True",6,25,16,11,0,0.333,NA,0.333,NA,0,NA,0.333,0,0.055,0.31,0,0.31,0,0.055,0,0.015,0.255,0.123,0.221,0,0.221,0,0.123,0,0.13,0.182
"327",387,25,81,14,122111,"English","red",0,"cloud",0,"square",0,"circle",0,"polka-dotted",1,"solid",0,"blue",1,NA,NA,NA,NA,331,232,112,"True",7,9,17,10,0,0,0,0,NA,0.5,0.5,0,NA,0.202,0.166,0.202,0.202,0,0.014,0.202,0.014,0,0.162,0.133,0.162,0.162,0,0.11,0.162,0.11,0
"328",388,25,1240,15,112112,"English","circle",0,"blue",0,"green",0,"striped",1,"solid",0,"square",0,"red",1,NA,NA,NA,NA,222,321,313,"True",7,14,6,21,NA,0,0,0,0.5,NA,0,0.5,0,0,0.202,0.014,0.202,0.014,0,0.166,0.202,0.202,0,0.162,0.11,0.162,0.11,0,0.133,0.162,0.162
"329",389,25,2103,16,111112,"English","green",1,"red",0,"blue",0,"cloud",0,"striped",1,"circle",0,"square",0,"solid",0,NA,NA,222,111,313,"True",8,14,1,21,0,0,0,0,0.5,NA,0,0,0.5,0.131,0.154,0.131,0.012,0.154,0,0.131,0.154,0.131,0.12,0.142,0.12,0.093,0.142,0,0.12,0.142,0.12
"330",390,25,1989,17,323232,"English","cloud",1,"polka-dotted",1,"red",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,132,132,"False",3,16,16,16,0.333,NA,NA,NA,NA,0.333,NA,0.333,NA,0.333,0,0,0,0,0.333,0,0.333,0,0.333,0,0,0,0,0.333,0,0.333,0
"331",391,26,1552,3,322121,"English","circle",1,"blue",0,"cloud",0.7,"solid",1,"striped",0.65,NA,NA,NA,NA,NA,NA,NA,NA,121,121,211,"True",5,4,4,2,0.209,0.299,NA,0.299,0.194,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332",392,26,2000,4,323232,"English","striped",1,"circle",1,"blue",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,221,221,"False",3,5,5,5,NA,0.333,NA,NA,0.333,NA,0.333,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333",393,26,1953,5,323232,"English","green",1,"striped",1,"square",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,323,323,"False",3,24,24,24,NA,NA,0.333,NA,0.333,NA,NA,NA,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334",394,26,1683,6,121212,"English","circle",1,"striped",0.65,"blue",1,"square",0.5,"solid",1,"green",0.5,NA,NA,NA,NA,NA,NA,211,323,323,"False",6,2,24,24,NA,0.215,0.108,0.215,0.14,NA,0.215,NA,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335",395,26,51,7,122111,"English","blue",0,"striped",0,"cloud",1,"solid",1,"green",1,"circle",1,"square",1,NA,NA,NA,NA,211,121,323,"True",7,2,4,24,0.2,0.2,0.2,0.2,0,NA,0,NA,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336",396,26,2076,8,321111,"English","striped",1,"green",0,"solid",1,"square",1,"polka-dotted",1,"cloud",1,"circle",1,NA,NA,NA,NA,113,323,233,"True",7,19,24,26,0.167,0.167,0.167,0.167,0.167,0.167,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"337",397,26,455,9,211111,"English","cloud",1,"striped",0,"square",1,"red",1,"polka-dotted",1,"green",1,"blue",1,"circle",1,NA,NA,222,323,131,"True",8,14,24,7,0.143,0.143,0.143,NA,0,0.143,0.143,0.143,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338",398,26,400,10,122132,"English","red",0,"striped",0,"polka-dotted",1,"green",1,"square",0,NA,NA,NA,NA,NA,NA,NA,NA,332,322,323,"True",5,18,15,24,NA,NA,0,NA,0,0.5,NA,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339",399,26,1055,11,113212,"English","striped",0,"circle",0,"red",1,"blue",1,"solid",1,"green",1,NA,NA,NA,NA,NA,NA,211,222,223,"True",6,2,14,23,NA,0,NA,0.25,0,NA,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340",400,26,2135,12,111112,"English","blue",1,"green",1,"solid",1,"square",1,"cloud",1,"striped",0,"red",1,"circle",0.95,NA,NA,311,123,222,"True",8,3,22,14,0.144,0.137,0.144,0.144,0,NA,0.144,0.144,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341",401,26,1470,13,123211,"English","circle",1,"square",1,"green",1,"red",0,"cloud",1,"polka-dotted",1,NA,NA,NA,NA,NA,NA,233,132,332,"True",6,26,16,18,0.2,0.2,0.2,NA,NA,0.2,NA,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342",402,26,858,14,112122,"English","green",1,"circle",1,"solid",1,"cloud",0,"striped",1,"polka-dotted",1,"red",0,NA,NA,NA,NA,112,123,232,"True",7,10,22,17,0,0.2,NA,0.2,0.2,0.2,NA,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343",403,26,1672,15,121212,"English","green",1,"circle",1,"striped",0,"cloud",0.75,"red",0.75,"polka-dotted",0.8,NA,NA,NA,NA,NA,NA,223,132,132,"False",6,23,16,16,0.174,0.233,NA,NA,0,0.186,NA,0.174,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344",404,26,1659,16,121212,"English","solid",0.25,"polka-dotted",1,"cloud",0.15,"blue",0.2,"green",1,"square",1,NA,NA,NA,NA,NA,NA,333,111,111,"False",6,27,1,1,0.042,NA,0.278,0.069,NA,0.278,0.056,NA,0.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345",405,26,1126,17,321212,"English","square",0.25,"striped",0.2,"cloud",1,"polka-dotted",1,"green",0,NA,NA,NA,NA,NA,NA,NA,NA,133,323,323,"True",5,25,24,24,0.408,NA,0.102,NA,0.082,0.408,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346",406,27,925,3,212121,"English","striped",0.3,"red",0.7,"green",0.3,"square",0.7,"circle",0.3,"polka-dotted",1,NA,NA,NA,NA,NA,NA,332,332,223,"False",6,18,18,23,NA,0.091,0.212,NA,0.091,0.303,NA,0.212,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347",407,27,1370,4,113211,"English","solid",0.25,"cloud",0.25,"red",1,"polka-dotted",0.25,"striped",0.25,"circle",0.25,"square",0.25,NA,NA,NA,NA,312,132,222,"True",7,12,16,14,0.1,0.1,0.1,0.1,0.1,0.1,NA,0.4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348",408,27,1979,5,323232,"English","green",1,"solid",1,"square",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,313,313,"False",3,21,21,21,NA,NA,0.333,0.333,NA,NA,NA,NA,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"349",409,27,2362,6,113232,"English","red",1,"circle",0.25,"cloud",0.25,"square",0.25,"polka-dotted",1,NA,NA,NA,NA,NA,NA,NA,NA,132,232,332,"True",5,16,17,18,0.091,0.091,0.091,NA,NA,0.364,NA,0.364,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350",410,27,565,7,213212,"English","circle",1,"red",0.25,"square",0.25,"striped",1,"green",0.75,NA,NA,NA,NA,NA,NA,NA,NA,323,223,222,"True",5,24,23,14,NA,0.308,0.077,NA,0.308,NA,NA,0.077,0.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351",411,27,1951,8,323232,"English","circle",1,"green",1,"polka-dotted",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,233,233,"False",3,26,26,26,NA,0.333,NA,NA,NA,0.333,NA,NA,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352",412,27,462,9,211111,"English","green",0.25,"solid",0.7,"circle",0.25,"square",0.25,"cloud",0.25,"polka-dotted",0.25,"red",0.25,"blue",0.25,NA,NA,311,213,132,"True",8,3,20,16,0.102,0.102,0.102,0.286,NA,0.102,0.102,0.102,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353",413,27,1710,10,212112,"English","solid",0.25,"striped",0.7,"square",1,"blue",0.25,"green",0.7,"cloud",0.25,NA,NA,NA,NA,NA,NA,123,323,311,"True",6,22,24,3,0.079,NA,0.317,0.079,0.222,NA,0.079,NA,0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354",414,27,652,11,212211,"English","green",0.25,"polka-dotted",0.25,"red",0.25,"square",0.25,"cloud",1,"solid",1,"blue",0.25,NA,NA,NA,NA,112,133,311,"True",7,10,25,3,0.308,NA,0.077,0.308,NA,0.077,0.077,0.077,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355",415,27,1515,12,322112,"English","blue",0.7,"striped",0.7,"circle",1,"polka-dotted",0.3,"green",0.3,NA,NA,NA,NA,NA,NA,NA,NA,231,221,223,"True",5,8,5,23,NA,0.333,NA,NA,0.233,0.1,0.233,NA,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"356",416,27,1682,13,121212,"English","blue",0.7,"polka-dotted",0.25,"square",0.25,"green",0.25,"striped",0.7,"cloud",1,NA,NA,NA,NA,NA,NA,333,121,121,"False",6,27,4,4,0.317,NA,0.079,NA,0.222,0.079,0.222,NA,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"357",417,27,1102,14,321212,"English","circle",1,"red",0.25,"blue",0.7,"striped",0.7,"solid",0.25,NA,NA,NA,NA,NA,NA,NA,NA,212,221,221,"True",5,11,5,5,NA,0.345,NA,0.086,0.241,NA,0.241,0.086,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358",418,27,1713,15,212112,"English","blue",0.25,"square",0.7,"striped",0.7,"cloud",0.25,"polka-dotted",0.25,"green",0.7,NA,NA,NA,NA,NA,NA,333,323,121,"True",6,27,24,4,0.088,NA,0.246,NA,0.246,0.088,0.088,NA,0.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359",419,27,2169,16,121111,"English","blue",0.25,"cloud",0.25,"circle",0.25,"solid",0.25,"green",0.25,"square",0.25,"red",0.25,"striped",1,NA,NA,313,122,221,"True",8,21,13,5,0.091,0.091,0.091,0.091,0.364,NA,0.091,0.091,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360",420,27,1683,17,121212,"English","square",0.75,"green",0.75,"striped",1,"blue",0.25,"circle",0.25,"solid",0.25,NA,NA,NA,NA,NA,NA,211,323,323,"False",6,2,24,24,NA,0.077,0.231,0.077,0.308,NA,0.077,NA,0.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361",421,28,1276,3,111111,"English","circle",0.75,"cloud",0.25,"blue",0.4,"striped",0.7,"square",0.7,"green",0.35,"polka-dotted",0.25,"red",0.4,"solid",0.4,221,113,332,"False",9,5,19,18,0.06,0.179,0.167,0.095,0.167,0.06,0.095,0.095,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"362",422,28,2030,4,322122,"English","blue",0.7,"cloud",0.45,"red",0.5,"circle",0.65,"striped",0.7,NA,NA,NA,NA,NA,NA,NA,NA,222,221,122,"True",5,14,5,13,0.15,0.217,NA,NA,0.233,NA,0.233,0.167,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"363",423,28,2044,5,322122,"English","red",0.85,"circle",0.7,"polka-dotted",0.6,"striped",0.35,"cloud",0.35,NA,NA,NA,NA,NA,NA,NA,NA,232,222,132,"True",5,17,14,16,0.123,0.246,NA,NA,0.123,0.211,NA,0.298,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"364",424,28,976,6,121112,"English","red",0.3,"cloud",0.35,"green",0.25,"polka-dotted",0.45,"circle",0.2,"blue",0.2,"striped",0.15,NA,NA,NA,NA,222,131,133,"True",7,14,7,25,0.184,0.105,NA,NA,0.079,0.237,0.105,0.158,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"365",425,28,916,7,212121,"English","blue",0.4,"circle",0.4,"solid",0.65,"striped",0.7,"cloud",0.65,"green",0.65,NA,NA,NA,NA,NA,NA,123,123,211,"False",6,22,22,2,0.188,0.116,NA,0.188,0.203,NA,0.116,NA,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"366",426,28,1977,8,323232,"English","blue",1,"polka-dotted",1,"cloud",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,131,131,"False",3,7,7,7,0.333,NA,NA,NA,NA,0.333,0.333,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367",427,28,170,9,323212,"English","solid",0.4,"circle",1,"red",1,"striped",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,222,222,"True",4,11,14,14,NA,0.345,NA,0.138,0.172,NA,NA,0.345,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"368",428,28,1890,10,123212,"English","green",0.65,"polka-dotted",0.7,"solid",0.3,"circle",1,"blue",0.35,NA,NA,NA,NA,NA,NA,NA,NA,211,233,233,"True",5,2,26,26,NA,0.333,NA,0.1,NA,0.233,0.117,NA,0.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"369",429,28,1479,11,123211,"English","solid",0.25,"red",1,"striped",0.6,"circle",0.55,"polka-dotted",0.35,"square",0.35,NA,NA,NA,NA,NA,NA,232,312,322,"True",6,17,12,15,NA,0.177,0.113,0.081,0.194,0.113,NA,0.323,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370",430,28,730,12,212122,"English","striped",0.6,"solid",0.25,"cloud",0.35,"square",0.7,"blue",0.3,"green",0.5,NA,NA,NA,NA,NA,NA,321,323,111,"True",6,6,24,1,0.13,NA,0.259,0.093,0.222,NA,0.111,NA,0.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371",431,28,1259,13,111111,"English","square",0.25,"circle",0.2,"polka-dotted",0.3,"green",0.2,"cloud",0.2,"blue",0.2,"red",0.25,"solid",0.2,"striped",0.25,221,112,333,"False",9,5,10,27,0.098,0.098,0.122,0.098,0.122,0.146,0.098,0.122,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"372",432,28,44,14,122112,"English","solid",0.25,"circle",0.35,"cloud",0.4,"green",0.35,"blue",0.3,"polka-dotted",0.45,NA,NA,NA,NA,NA,NA,131,113,213,"True",6,7,19,20,0.19,0.167,NA,0.119,NA,0.214,0.143,NA,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"373",433,28,736,15,212122,"English","circle",0.65,"blue",0.35,"striped",0.6,"square",0.5,"green",0.4,"solid",0.4,NA,NA,NA,NA,NA,NA,211,213,321,"True",6,2,20,6,NA,0.224,0.172,0.138,0.207,NA,0.121,NA,0.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374",434,28,941,16,212121,"English","cloud",0.6,"blue",0.35,"solid",0.5,"polka-dotted",0.4,"green",0.65,"circle",0.65,NA,NA,NA,NA,NA,NA,211,211,133,"False",6,2,2,25,0.19,0.206,NA,0.159,NA,0.127,0.111,NA,0.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375",435,28,1909,17,111212,"English","cloud",0.4,"circle",0.65,"red",0.65,"green",0.4,"square",0.6,"striped",0.35,"solid",0.3,NA,NA,NA,NA,323,112,212,"True",7,24,10,11,0.119,0.194,0.179,0.09,0.104,NA,NA,0.194,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376",436,29,101,3,212111,"English","circle",0.85,"square",0.3,"striped",0.3,"polka-dotted",0.85,"blue",0.85,"green",0.3,"cloud",0.3,NA,NA,NA,NA,323,123,231,"True",7,24,22,8,0.08,0.227,0.08,NA,0.08,0.227,0.227,NA,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377",437,29,954,4,121112,"English","green",0.8,"cloud",0.8,"striped",0.2,"polka-dotted",0.8,"red",0.2,"circle",0.2,"square",0.2,NA,NA,NA,NA,133,322,222,"True",7,25,15,14,0.25,0.062,0.062,NA,0.062,0.25,NA,0.062,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"378",438,29,504,5,112132,"English","cloud",0,"solid",0.2,"blue",0.85,"red",0.85,"polka-dotted",0.85,"green",0.85,NA,NA,NA,NA,NA,NA,111,112,133,"True",6,1,10,25,0,NA,NA,0.056,NA,0.236,0.236,0.236,0.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"379",439,29,1974,6,323232,"English","circle",0.2,"red",0.2,"striped",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,222,222,"False",3,14,14,14,NA,0.333,NA,NA,0.333,NA,NA,0.333,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380",440,29,1040,7,212212,"English","circle",0.7,"solid",0.7,"green",0.3,"polka-dotted",0.3,"blue",0.7,"square",0.3,NA,NA,NA,NA,NA,NA,233,331,313,"True",6,26,9,21,NA,0.233,0.1,0.233,NA,0.1,0.233,NA,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"381",441,29,1689,8,121212,"English","polka-dotted",0.8,"cloud",0.8,"red",0,"striped",0,"green",0.8,"square",0,NA,NA,NA,NA,NA,NA,133,322,322,"False",6,25,15,15,0.333,NA,0,NA,0,0.333,NA,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"382",442,29,1554,9,322121,"English","striped",0.85,"polka-dotted",0,"blue",0,"cloud",0,"red",0.85,NA,NA,NA,NA,NA,NA,NA,NA,131,131,122,"True",5,7,7,13,0,NA,NA,NA,0.5,0,0,0.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"383",443,29,1088,10,113212,"English","circle",0,"polka-dotted",0.85,"striped",0.85,"red",0.85,"blue",0.2,"solid",0.85,NA,NA,NA,NA,NA,NA,232,221,211,"True",6,17,5,2,NA,0,NA,0.236,0.236,0.236,0.056,0.236,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
